Unnamed: 0,firstName,initials,lastName,affiliation,country,institute
19415,,M,Chakiachvili,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19416,,B,Flint,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19417,,A,Frankish,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19418,,SE,Hunt,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19419,,G,IIsley,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19420,,M,Kostadima,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19421,,N,Langridge,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19422,,JE,Loveland,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19423,,FJ,Martin,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19424,,J,Morales,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19425,,JM,Mudge,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19426,,M,Muffato,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19427,,E,Perry,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19428,,M,Ruffier,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19429,,SJ,Trevanion,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19430,,F,Cunningham,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19431,,KL,Howe,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19432,,DR,Zerbino,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19433,,P,Flicek,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19434,,Z,Yazici,"Department of Veterinary Virology, Faculty of Veterinary Medicine, Ondokuz Mayis University, 55139 Samsun, Turkey.",Turkey,Ondokuz Mayis University
19435,,E,Ozan,"Department of Veterinary Experimental Animals, Faculty of Veterinary Medicine, Ondokuz Mayis University, 55139 Samsun, Turkey.",Turkey,Ondokuz Mayis University
19436,,C,Tamer,"Department of Veterinary Virology, Faculty of Veterinary Medicine, Ondokuz Mayis University, 55139 Samsun, Turkey.",Turkey,Ondokuz Mayis University
19437,,B,Muftuoglu,"Department of Veterinary Experimental Animals, Faculty of Veterinary Medicine, Ondokuz Mayis University, 55139 Samsun, Turkey.",Turkey,Ondokuz Mayis University
19438,,G,Barry,"Veterinary Science Centre, School of Veterinary Medicine, University College of Dublin, Dublin 4, Ireland.",Ireland,University College of Dublin
19439,,HN,Kurucay,"Department of Veterinary Virology, Faculty of Veterinary Medicine, Ondokuz Mayis University, 55139 Samsun, Turkey.",Turkey,Ondokuz Mayis University
19440,,AE,Elhag,"Department of Veterinary Virology, Faculty of Veterinary Medicine, Ondokuz Mayis University, 55139 Samsun, Turkey.",Turkey,Ondokuz Mayis University
19441,,AA,Cagirgan,"Bornova Veterinary Control Institute, Veterinary Control Institute Directorates, Ministry of Agriculture and Forestry, 35010 Izmir, Turkey.",Turkey,Bornova Veterinary Control Institute
19442,,S,Gumusova,"Department of Veterinary Virology, Faculty of Veterinary Medicine, Ondokuz Mayis University, 55139 Samsun, Turkey.",Turkey,Ondokuz Mayis University
19443,,H,Albayrak,"Department of Veterinary Virology, Faculty of Veterinary Medicine, Ondokuz Mayis University, 55139 Samsun, Turkey.",Turkey,Ondokuz Mayis University
19444,,B,Muftuoglu,"Department of Veterinary Experimental Animals, Faculty of Veterinary Medicine, Ondokuz Mayis University, Samsun, Turkey.",Turkey,Ondokuz Mayis University
19445,,HN,Kurucay,"Department of Veterinary Virology, Faculty of Veterinary Medicine, Ondokuz Mayis University, Samsun, Turkey.",Turkey,Ondokuz Mayis University
19446,,AE,Elhag,"Department of Preventive Medicine and Clinical Studies, Faculty of Veterinary Sciences, University of Gadarif, Al Qadarif, Sudan.",Sudan,University of Gadarif
19447,,S,Yildirim,"Ministry of Agriculture and Forestry, Samsun Veterinary Control Institute, Samsun, Turkey.",Turkey,Samsun Veterinary Control Institute
19448,,Y,Cicek-Yildiz,"Ministry of Agriculture and Forestry, Samsun Veterinary Control Institute, Samsun, Turkey.",Turkey,Samsun Veterinary Control Institute
19449,,C,Tamer,"Department of Veterinary Virology, Faculty of Veterinary Medicine, Ondokuz Mayis University, Samsun, Turkey.",Turkey,Ondokuz Mayis University
19450,,E,Ozan,"Department of Veterinary Experimental Animals, Faculty of Veterinary Medicine, Ondokuz Mayis University, Samsun, Turkey.",Turkey,Ondokuz Mayis University
19451,,KC,Sahna,"Department of Virology, Faculty of Veterinary Medicine, University of Firat, Elazig, Turkey.",Turkey,University of Firat
19452,,Y,Yildirim,"Department of Virology, Faculty of Veterinary Medicine, Burdur Mehmet Akif Ersoy University, Burdur, Turkey.",Turkey,Burdur Mehmet Akif Ersoy University
19453,,H,Albayrak,"Department of Veterinary Virology, Faculty of Veterinary Medicine, Ondokuz Mayis University, Samsun, Turkey.",Turkey,Ondokuz Mayis University
19454,,S,Okur-Gumusova,"Department of Veterinary Virology, Faculty of Veterinary Medicine, Ondokuz Mayis University, Samsun, Turkey.",Turkey,Ondokuz Mayis University
19455,,Z,Yazici,"Department of Veterinary Virology, Faculty of Veterinary Medicine, Ondokuz Mayis University, Samsun, Turkey.",Turkey,Ondokuz Mayis University
19456,,AD,Yates,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19457,,P,Achuthan,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19458,,W,Akanni,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19459,,J,Allen,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19460,,J,Allen,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19461,,J,Alvarez-Jarreta,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19462,,MR,Amode,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19463,,IM,Armean,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19464,,AG,Azov,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19465,,R,Bennett,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19466,,J,Bhai,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19467,,K,Billis,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19468,,S,Boddu,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19469,,JC,Marugán,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19470,,C,Cummins,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19471,,C,Davidson,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19472,,K,Dodiya,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19473,,R,Fatima,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19474,,A,Gall,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19475,,CG,Giron,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19476,,L,Gil,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19477,,T,Grego,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19478,,L,Haggerty,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19479,,E,Haskell,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19480,,T,Hourlier,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19481,,OG,Izuogu,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19482,,SH,Janacek,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19483,,T,Juettemann,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19484,,M,Kay,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19485,,I,Lavidas,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19486,,T,Le,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19487,,D,Lemos,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19488,,JG,Martinez,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19489,,T,Maurel,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19490,,M,McDowall,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19491,,A,McMahon,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19492,,S,Mohanan,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19493,,B,Moore,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19494,,M,Nuhn,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19495,,DN,Oheh,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19496,,A,Parker,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19497,,A,Parton,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19498,,M,Patricio,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19499,,MP,Sakthivel,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19500,,AI,Abdul Salam,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19501,,BM,Schmitt,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19502,,H,Schuilenburg,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19503,,D,Sheppard,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19504,,M,Sycheva,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19505,,M,Szuba,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19506,,K,Taylor,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19507,,A,Thormann,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19508,,G,Threadgold,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19509,,A,Vullo,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19510,,B,Walts,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19511,,A,Winterbottom,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19512,,A,Zadissa,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19513,,M,Chakiachvili,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19514,,B,Flint,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19515,,A,Frankish,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19516,,SE,Hunt,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19517,,G,IIsley,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19518,,M,Kostadima,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19519,,N,Langridge,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19520,,JE,Loveland,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19521,,FJ,Martin,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19522,,J,Morales,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19523,,JM,Mudge,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19524,,M,Muffato,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19525,,E,Perry,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19526,,M,Ruffier,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19527,,SJ,Trevanion,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19528,,F,Cunningham,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19529,,KL,Howe,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19530,,DR,Zerbino,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19531,,P,Flicek,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19532,,AD,Yates,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19533,,P,Achuthan,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19534,,W,Akanni,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19535,,J,Allen,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19536,,J,Allen,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19537,,J,Alvarez-Jarreta,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19538,,MR,Amode,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19539,,IM,Armean,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19540,,AG,Azov,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19541,,R,Bennett,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19542,,J,Bhai,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19543,,K,Billis,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19544,,S,Boddu,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19545,,JC,Marugán,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19546,,C,Cummins,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19547,,C,Davidson,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19548,,K,Dodiya,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19549,,R,Fatima,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19550,,A,Gall,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19551,,CG,Giron,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19552,,L,Gil,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19553,,T,Grego,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19554,,L,Haggerty,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19555,,E,Haskell,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19556,,T,Hourlier,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19557,,OG,Izuogu,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19558,,SH,Janacek,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19559,,T,Juettemann,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19560,,M,Kay,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19561,,I,Lavidas,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19562,,T,Le,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19563,,D,Lemos,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19564,,JG,Martinez,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19565,,T,Maurel,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19566,,M,McDowall,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19567,,A,McMahon,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19568,,S,Mohanan,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19569,,B,Moore,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19570,,M,Nuhn,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19571,,DN,Oheh,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19572,,A,Parker,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
19573,,A,Parton,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.",UK,European Bioinformatics Institute
